run_id,planner,scenario,sample_index,elapsed_s,x,y,yaw_rad
20260429_020942_277,hybrid_astar,open_world,8,0.971,3.6457,5.7122,1.18464
20260429_020943_326,hybrid_astar,open_world,0,0.007,3.6491,5.7205,1.1863
20260429_020943_326,hybrid_astar,open_world,1,0.151,3.6569,5.7401,1.19055
20260429_020943_326,hybrid_astar,open_world,2,0.289,3.6647,5.7596,1.19252
20260429_020943_326,hybrid_astar,open_world,3,0.42,3.6714,5.7763,1.19001
20260429_020943_326,hybrid_astar,open_world,4,0.536,3.6794,5.7962,1.18431
20260429_020943_326,hybrid_astar,open_world,5,0.665,3.6874,5.8158,1.18022
20260429_020943_326,hybrid_astar,open_world,6,0.821,3.6943,5.8324,1.17756
20260429_020943_326,hybrid_astar,open_world,7,0.953,3.7024,5.8519,1.17207
20260429_020944_368,hybrid_astar,open_world,0,0.069,3.7107,5.8714,1.16751
20260429_020944_368,hybrid_astar,open_world,1,0.21,3.7178,5.888,1.16626
20260429_020944_368,hybrid_astar,open_world,2,0.35,3.7261,5.9075,1.16499
20260429_020944_368,hybrid_astar,open_world,3,0.494,3.7344,5.9268,1.16379
20260429_020944_368,hybrid_astar,open_world,4,0.609,3.7416,5.9433,1.16257
20260429_020944_368,hybrid_astar,open_world,5,0.741,3.75,5.9627,1.16153
20260429_020944_368,hybrid_astar,open_world,6,0.886,3.7584,5.9821,1.16054
20260429_020944_368,hybrid_astar,open_world,7,1.011,3.7656,5.9985,1.15929
20260429_020945_407,hybrid_astar,open_world,0,0.028,3.7704,6.0095,1.15853
20260429_020945_407,hybrid_astar,open_world,1,0.136,3.7776,6.026,1.15758
20260429_020945_407,hybrid_astar,open_world,2,0.243,3.786,6.0452,1.15661
20260429_020945_407,hybrid_astar,open_world,3,0.363,3.7945,6.0645,1.15498
20260429_020945_407,hybrid_astar,open_world,4,0.508,3.8018,6.081,1.15446
20260429_020945_407,hybrid_astar,open_world,5,0.626,3.8103,6.1003,1.15417
20260429_020945_407,hybrid_astar,open_world,6,0.743,3.8188,6.1195,1.15397
20260429_020945_407,hybrid_astar,open_world,7,0.892,3.8261,6.136,1.15382
20260429_020945_407,hybrid_astar,open_world,8,1.001,3.8348,6.1555,1.15472
20260429_020946_447,hybrid_astar,open_world,0,0.007,3.8397,6.1666,1.15607
20260429_020946_447,hybrid_astar,open_world,1,0.107,3.847,6.1832,1.1597
20260429_020946_447,hybrid_astar,open_world,2,0.225,3.8553,6.2024,1.15577
20260429_020946_447,hybrid_astar,open_world,3,0.359,3.8626,6.2188,1.14927
20260429_020946_447,hybrid_astar,open_world,4,0.485,3.8713,6.2379,1.14293
20260429_020946_447,hybrid_astar,open_world,5,0.61,3.88,6.2571,1.13909
20260429_020946_447,hybrid_astar,open_world,6,0.723,3.8876,6.2735,1.13611
20260429_020946_447,hybrid_astar,open_world,7,0.866,3.8965,6.2925,1.13018
20260429_020946_447,hybrid_astar,open_world,8,0.983,3.9055,6.3115,1.12448
20260429_020947_499,hybrid_astar,open_world,0,0.063,3.9133,6.3277,1.12077
20260429_020947_499,hybrid_astar,open_world,1,0.193,3.9225,6.3466,1.11574
20260429_020947_499,hybrid_astar,open_world,2,0.33,3.9318,6.3655,1.10887
20260429_020947_499,hybrid_astar,open_world,3,0.458,3.9399,6.3816,1.10333
20260429_020947_499,hybrid_astar,open_world,4,0.571,3.9494,6.4003,1.09706
20260429_020947_499,hybrid_astar,open_world,5,0.703,3.959,6.419,1.09149
20260429_020947_499,hybrid_astar,open_world,6,0.807,3.9673,6.435,1.08776
20260429_020947_499,hybrid_astar,open_world,7,0.93,3.9771,6.4536,1.08347
20260429_020948_546,hybrid_astar,open_world,0,0.035,3.987,6.4721,1.08058
20260429_020948_546,hybrid_astar,open_world,1,0.176,3.9955,6.488,1.07937
20260429_020948_546,hybrid_astar,open_world,2,0.287,4.0054,6.5065,1.08108
20260429_020948_546,hybrid_astar,open_world,3,0.402,4.0152,6.5251,1.0872
20260429_020948_546,hybrid_astar,open_world,4,0.551,4.0235,6.541,1.09294
20260429_020948_546,hybrid_astar,open_world,5,0.685,4.0332,6.5597,1.09784
20260429_020948_546,hybrid_astar,open_world,6,0.786,4.0427,6.5784,1.10278
20260429_020948_546,hybrid_astar,open_world,7,0.918,4.0508,6.5945,1.10644
20260429_020949_590,hybrid_astar,open_world,0,0.004,4.0602,6.6133,1.10926
20260429_020949_590,hybrid_astar,open_world,1,0.143,4.0696,6.6323,1.11504
20260429_020949_590,hybrid_astar,open_world,2,0.294,4.0774,6.6484,1.12053
20260429_020949_590,hybrid_astar,open_world,3,0.41,4.0865,6.6674,1.1234
20260429_020949_590,hybrid_astar,open_world,4,0.553,4.0957,6.6864,1.12646
20260429_020949_590,hybrid_astar,open_world,5,0.676,4.1034,6.7028,1.13014
20260429_020949_590,hybrid_astar,open_world,6,0.804,4.1123,6.7217,1.13513
20260429_020949_590,hybrid_astar,open_world,7,0.926,4.1212,6.7409,1.14006
20260429_020950_629,hybrid_astar,open_world,0,0.023,4.1287,6.7573,1.14414
20260429_020950_629,hybrid_astar,open_world,1,0.174,4.1374,6.7765,1.15039
20260429_020950_629,hybrid_astar,open_world,2,0.322,4.1459,6.7958,1.15711
20260429_020950_629,hybrid_astar,open_world,3,0.447,4.1531,6.8123,1.16362
20260429_020950_629,hybrid_astar,open_world,4,0.59,4.1614,6.8318,1.17033
20260429_020950_629,hybrid_astar,open_world,5,0.731,4.1696,6.8511,1.17106
20260429_020950_629,hybrid_astar,open_world,6,0.854,4.1766,6.8676,1.17351
20260429_020950_629,hybrid_astar,open_world,7,0.979,4.1847,6.887,1.1795
20260429_020951_666,hybrid_astar,open_world,0,0.013,4.1881,6.8954,1.1822
20260429_020951_666,hybrid_astar,open_world,1,0.145,4.1961,6.915,1.18518
20260429_020951_666,hybrid_astar,open_world,2,0.299,4.2039,6.9344,1.18782
20260429_020951_666,hybrid_astar,open_world,3,0.422,4.2106,6.9511,1.19061
20260429_020951_666,hybrid_astar,open_world,4,0.565,4.2185,6.9708,1.1983
20260429_020951_666,hybrid_astar,open_world,5,0.699,4.2261,6.9904,1.20247
20260429_020951_666,hybrid_astar,open_world,6,0.843,4.2326,7.0073,1.20457
20260429_020951_666,hybrid_astar,open_world,7,0.979,4.2401,7.027,1.2068
20260429_020952_707,hybrid_astar,open_world,0,0.069,4.2475,7.0466,1.21361
20260429_020952_707,hybrid_astar,open_world,1,0.178,4.2538,7.0634,1.22004
20260429_020952_707,hybrid_astar,open_world,2,0.297,4.2609,7.0832,1.22974
20260429_020952_707,hybrid_astar,open_world,3,0.427,4.2679,7.103,1.23444
20260429_020952_707,hybrid_astar,open_world,4,0.529,4.2738,7.12,1.23922
20260429_020952_707,hybrid_astar,open_world,5,0.677,4.2806,7.1399,1.24658
20260429_020952_707,hybrid_astar,open_world,6,0.802,4.2872,7.16,1.25339
20260429_020952_707,hybrid_astar,open_world,7,0.912,4.2928,7.177,1.25583
20260429_020953_758,hybrid_astar,open_world,0,0.006,4.2993,7.197,1.26035
20260429_020953_758,hybrid_astar,open_world,1,0.12,4.3057,7.217,1.26461
20260429_020953_758,hybrid_astar,open_world,2,0.239,4.3111,7.2342,1.26808
20260429_020953_758,hybrid_astar,open_world,3,0.353,4.3173,7.2543,1.27043
20260429_020953_758,hybrid_astar,open_world,4,0.459,4.3235,7.2744,1.27391
20260429_020953_758,hybrid_astar,open_world,5,0.637,4.3323,7.3033,1.28008
20260429_020953_758,hybrid_astar,open_world,6,0.767,4.3374,7.3205,1.28416
20260429_020953_758,hybrid_astar,open_world,7,0.893,4.3433,7.3408,1.28941
20260429_020954_796,hybrid_astar,open_world,0,0.076,4.3516,7.3697,1.29644
20260429_020954_796,hybrid_astar,open_world,1,0.186,4.3572,7.3899,1.30058
20260429_020954_796,hybrid_astar,open_world,2,0.324,4.362,7.4073,1.30281
20260429_020954_796,hybrid_astar,open_world,3,0.454,4.3675,7.4275,1.30852
20260429_020954_796,hybrid_astar,open_world,4,0.597,4.373,7.4481,1.31405
20260429_020954_796,hybrid_astar,open_world,5,0.721,4.3775,7.4656,1.31801
20260429_020954_796,hybrid_astar,open_world,6,0.831,4.3828,7.4859,1.31885
20260429_020954_796,hybrid_astar,open_world,7,0.944,4.388,7.5063,1.3191
20260429_020955_839,hybrid_astar,open_world,0,0.058,4.3925,7.5238,1.32382
20260429_020955_839,hybrid_astar,open_world,1,0.177,4.3976,7.5442,1.32951
20260429_020955_839,hybrid_astar,open_world,2,0.304,4.4026,7.5647,1.33356
20260429_020955_839,hybrid_astar,open_world,3,0.428,4.4069,7.5823,1.33551
20260429_020955_839,hybrid_astar,open_world,4,0.571,4.4118,7.6029,1.33868
20260429_020955_839,hybrid_astar,open_world,5,0.686,4.4166,7.6233,1.33837
20260429_020955_839,hybrid_astar,open_world,6,0.803,4.4207,7.6408,1.33924
20260429_020955_839,hybrid_astar,open_world,7,0.934,4.4255,7.6613,1.34063
20260429_020956_857,hybrid_astar,open_world,0,0.025,4.4303,7.6817,1.34312
20260429_020956_857,hybrid_astar,open_world,1,0.173,4.4344,7.6994,1.34499
20260429_020956_857,hybrid_astar,open_world,2,0.294,4.4391,7.72,1.34737
20260429_020956_857,hybrid_astar,open_world,3,0.427,4.4438,7.7406,1.35027
20260429_020956_857,hybrid_astar,open_world,4,0.55,4.4477,7.7584,1.35355
20260429_020956_857,hybrid_astar,open_world,5,0.679,4.4522,7.7789,1.35674
20260429_020956_857,hybrid_astar,open_world,6,0.815,4.4567,7.7996,1.36202
20260429_020956_857,hybrid_astar,open_world,7,0.935,4.4604,7.8174,1.36774
20260429_020957_888,hybrid_astar,open_world,0,0.007,4.4646,7.8381,1.37254
20260429_020957_888,hybrid_astar,open_world,1,0.119,4.4687,7.8587,1.37485
20260429_020957_888,hybrid_astar,open_world,2,0.242,4.4722,7.8763,1.377
20260429_020957_888,hybrid_astar,open_world,3,0.359,4.4762,7.8968,1.3775
20260429_020957_888,hybrid_astar,open_world,4,0.481,4.48,7.9165,1.38113
20260429_020957_888,hybrid_astar,open_world,5,0.611,4.4832,7.933,1.38376
20260429_020957_888,hybrid_astar,open_world,6,0.747,4.4868,7.952,1.38593
20260429_020957_888,hybrid_astar,open_world,7,0.887,4.4902,7.9706,1.388
20260429_020957_888,hybrid_astar,open_world,8,1.007,4.4931,7.9863,1.38882
20260429_020958_919,hybrid_astar,open_world,0,0.045,4.495,7.9966,1.38905
20260429_020958_919,hybrid_astar,open_world,1,0.151,4.4978,8.0118,1.3905
20260429_020958_919,hybrid_astar,open_world,2,0.294,4.5023,8.0368,1.39288
20260429_020958_919,hybrid_astar,open_world,3,0.407,4.5054,8.054,1.39519
20260429_020958_919,hybrid_astar,open_world,4,0.518,4.5083,8.0707,1.39744
20260429_020958_919,hybrid_astar,open_world,5,0.652,4.5108,8.0847,1.39916
20260429_020958_919,hybrid_astar,open_world,6,0.76,4.5136,8.1008,1.40081
20260429_020958_919,hybrid_astar,open_world,7,0.872,4.5163,8.1167,1.4032
20260429_020958_919,hybrid_astar,open_world,8,0.975,4.5185,8.13,1.40534
20260429_020959_956,hybrid_astar,open_world,0,0.05,4.521,8.1453,1.40859
20260429_020959_956,hybrid_astar,open_world,1,0.188,4.5235,8.1603,1.40912
20260429_020959_956,hybrid_astar,open_world,2,0.329,4.5255,8.1729,1.41003
20260429_020959_956,hybrid_astar,open_world,3,0.469,4.5279,8.1873,1.41112
20260429_020959_956,hybrid_astar,open_world,4,0.597,4.5302,8.2015,1.41179
20260429_020959_956,hybrid_astar,open_world,5,0.72,4.5321,8.2134,1.41262
20260429_020959_956,hybrid_astar,open_world,6,0.845,4.5342,8.2271,1.41387
20260429_020959_956,hybrid_astar,open_world,7,0.987,4.5363,8.2405,1.41496
20260429_021000_977,hybrid_astar,open_world,0,0.032,4.5372,8.2461,1.4154
20260429_021000_977,hybrid_astar,open_world,1,0.174,4.5393,8.2592,1.41646
20260429_021000_977,hybrid_astar,open_world,2,0.313,4.541,8.2703,1.41708
20260429_021000_977,hybrid_astar,open_world,3,0.433,4.543,8.283,1.41594
20260429_021000_977,hybrid_astar,open_world,4,0.545,4.5449,8.2954,1.41624
20260429_021000_977,hybrid_astar,open_world,5,0.684,4.5465,8.3058,1.41774
20260429_021000_977,hybrid_astar,open_world,6,0.804,4.5484,8.3178,1.4195
20260429_021000_977,hybrid_astar,open_world,7,0.953,4.5501,8.3295,1.42133
20260429_021002_007,hybrid_astar,open_world,0,0.059,4.5516,8.3394,1.42317
20260429_021002_007,hybrid_astar,open_world,1,0.164,4.5533,8.3507,1.42526
20260429_021002_007,hybrid_astar,open_world,2,0.297,4.5549,8.3616,1.42737
20260429_021002_007,hybrid_astar,open_world,3,0.429,4.5562,8.3708,1.42791
20260429_021002_007,hybrid_astar,open_world,4,0.556,4.5577,8.3814,1.42942
20260429_021002_007,hybrid_astar,open_world,5,0.702,4.5592,8.3917,1.43076
20260429_021002_007,hybrid_astar,open_world,6,0.829,4.5604,8.4004,1.43192
20260429_021002_007,hybrid_astar,open_world,7,0.978,4.5618,8.4104,1.43331
20260429_021003_037,hybrid_astar,open_world,0,0.016,4.5624,8.4146,1.4339
20260429_021003_037,hybrid_astar,open_world,1,0.137,4.5637,8.4243,1.43533
20260429_021003_037,hybrid_astar,open_world,2,0.275,4.565,8.4338,1.43679
20260429_021003_037,hybrid_astar,open_world,3,0.404,4.5661,8.4418,1.43806
20260429_021003_037,hybrid_astar,open_world,4,0.542,4.5673,8.4509,1.43958
20260429_021003_037,hybrid_astar,open_world,5,0.659,4.5685,8.46,1.44112
20260429_021003_037,hybrid_astar,open_world,6,0.788,4.5695,8.4676,1.4427
20260429_021003_037,hybrid_astar,open_world,7,0.92,4.5706,8.4763,1.4443
20260429_021004_067,hybrid_astar,open_world,0,0.035,4.5717,8.4848,1.44607
20260429_021004_067,hybrid_astar,open_world,1,0.171,4.5725,8.4919,1.4475
20260429_021004_067,hybrid_astar,open_world,2,0.308,4.5736,8.5001,1.4492
20260429_021004_067,hybrid_astar,open_world,3,0.428,4.5745,8.5082,1.44836
20260429_021004_067,hybrid_astar,open_world,4,0.588,4.5754,8.515,1.44843
20260429_021004_067,hybrid_astar,open_world,5,0.739,4.5763,8.5228,1.45111
20260429_021004_067,hybrid_astar,open_world,6,0.879,4.5772,8.5304,1.45309
20260429_021004_067,hybrid_astar,open_world,7,0.991,4.578,8.5369,1.45442
20260429_021005_097,hybrid_astar,open_world,0,0.024,4.5785,8.5412,1.45537
20260429_021005_097,hybrid_astar,open_world,1,0.15,4.5792,8.5475,1.45685
20260429_021005_097,hybrid_astar,open_world,2,0.265,4.5801,8.5548,1.45861
20260429_021005_097,hybrid_astar,open_world,3,0.394,4.5809,8.5619,1.46042
20260429_021005_097,hybrid_astar,open_world,4,0.502,4.5812,8.5649,1.46121
20260429_021005_097,hybrid_astar,open_world,5,0.65,4.5819,8.5718,1.46273
20260429_021005_097,hybrid_astar,open_world,6,0.765,4.5826,8.5776,1.4654
20260429_021005_097,hybrid_astar,open_world,7,0.883,4.5833,8.5843,1.46755
20260429_021005_097,hybrid_astar,open_world,8,0.985,4.5836,8.5871,1.4682
20260429_021006_127,hybrid_astar,open_world,0,0.013,4.5839,8.5908,1.46924
20260429_021006_127,hybrid_astar,open_world,1,0.157,4.5845,8.5963,1.47097
20260429_021006_127,hybrid_astar,open_world,2,0.284,4.5851,8.6026,1.47294
20260429_021006_127,hybrid_astar,open_world,3,0.423,4.5857,8.6089,1.47488
20260429_021006_127,hybrid_astar,open_world,4,0.537,4.5862,8.6141,1.47652
20260429_021006_127,hybrid_astar,open_world,5,0.672,4.5868,8.6201,1.47836
20260429_021006_127,hybrid_astar,open_world,6,0.819,4.5873,8.626,1.48011
20260429_021006_127,hybrid_astar,open_world,7,0.958,4.5878,8.631,1.48169
20260429_021007_156,hybrid_astar,open_world,0,0.054,4.5883,8.6367,1.48409
20260429_021007_156,hybrid_astar,open_world,1,0.204,4.5888,8.6423,1.486
20260429_021007_156,hybrid_astar,open_world,2,0.365,4.5892,8.647,1.48757
20260429_021007_156,hybrid_astar,open_world,3,0.496,4.5896,8.6524,1.48934
20260429_021007_156,hybrid_astar,open_world,4,0.627,4.59,8.6572,1.48827
20260429_021007_156,hybrid_astar,open_world,5,0.772,4.5902,8.6592,1.4821
20260429_021007_156,hybrid_astar,open_world,6,0.912,4.5902,8.6594,1.47064
20260429_021306_452,astar,open_world,0,0.029,0.0,0.0,-2.48362
20260429_021306_452,astar,open_world,1,0.144,0.0,0.0,-2.48693
20260429_021306_452,astar,open_world,2,0.274,0.0,0.0,-2.49409
20260429_021306_452,astar,open_world,3,0.389,0.0,0.0,-2.50604
20260429_021306_452,astar,open_world,4,0.536,0.0,0.0,-2.52167
20260429_021306_452,astar,open_world,5,0.68,0.0,0.0,-2.53811
20260429_021306_452,astar,open_world,6,0.796,0.0,0.0,-2.56401
20260429_021306_452,astar,open_world,7,0.929,0.0,0.0,-2.5892
20260429_021307_531,astar,open_world,0,0.003,0.0,0.0,-2.61327
20260429_021307_531,astar,open_world,1,0.134,0.0,0.0,-2.64522
20260429_021307_531,astar,open_world,2,0.253,0.0,0.0,-2.6787
20260429_021307_531,astar,open_world,3,0.358,0.0,0.0,-2.70784
20260429_021307_531,astar,open_world,4,0.481,0.0,0.0,-2.7584
20260429_021307_531,astar,open_world,5,0.6,0.0,0.0,-2.81007
20260429_021307_531,astar,open_world,6,0.713,0.0,0.0,-2.83703
20260429_021307_531,astar,open_world,7,0.845,0.0,0.0,-2.86388
20260429_021307_531,astar,open_world,8,0.991,0.0,0.0,-2.88987
20260429_021308_591,astar,open_world,0,0.002,0.0,0.0,-2.89983
20260429_021308_591,astar,open_world,1,0.122,0.0,0.0,-2.92178
20260429_021308_591,astar,open_world,2,0.257,0.0,0.0,-2.93941
20260429_021308_591,astar,open_world,3,0.396,0.0,0.0,-2.95878
20260429_021308_591,astar,open_world,4,0.511,0.0,0.0,-3.01092
20260429_021308_591,astar,open_world,5,0.628,0.0,0.0,-3.05117
20260429_021308_591,astar,open_world,6,0.748,0.0,0.0,-3.08578
20260429_021308_591,astar,open_world,7,0.876,0.0,0.0,-3.09567
20260429_021308_591,astar,open_world,8,1.009,0.0,0.0,-3.11219
20260429_021309_657,astar,open_world,0,0.011,0.0,0.0,-3.12267
20260429_021309_657,astar,open_world,1,0.143,0.0,0.0,-3.14114
20260429_021309_657,astar,open_world,2,0.257,0.0,0.0,3.1215
20260429_021309_657,astar,open_world,3,0.367,0.0,0.0,3.11513
20260429_021309_657,astar,open_world,4,0.51,0.0,0.0,3.11215
20260429_021309_657,astar,open_world,5,0.617,0.0,0.0,3.11333
20260429_021309_657,astar,open_world,6,0.727,0.0,0.0,3.11538
20260429_021309_657,astar,open_world,7,0.871,0.0,0.0,3.11651
20260429_021309_657,astar,open_world,8,0.998,0.0,0.0,3.1195
20260429_021310_732,astar,open_world,0,0.012,0.0,0.0,3.11784
20260429_021310_732,astar,open_world,1,0.138,0.0,0.0,3.1117
20260429_021310_732,astar,open_world,2,0.262,0.0,0.0,3.11168
20260429_021310_732,astar,open_world,3,0.388,0.0,0.0,3.11374
20260429_021310_732,astar,open_world,4,0.508,0.0,0.0,3.11255
20260429_021310_732,astar,open_world,5,0.618,0.0,0.0,3.11455
20260429_021310_732,astar,open_world,6,0.744,0.0,0.0,3.11692
20260429_021310_732,astar,open_world,7,0.882,0.0,0.0,3.1194
20260429_021311_793,astar,open_world,0,0.029,0.0,0.0,3.1225
20260429_021311_793,astar,open_world,1,0.172,0.0,0.0,3.12439
20260429_021311_793,astar,open_world,2,0.303,0.0,0.0,3.12585
20260429_021311_793,astar,open_world,3,0.44,0.0,0.0,3.12739
20260429_021311_793,astar,open_world,4,0.586,0.0,0.0,3.12876
20260429_021311_793,astar,open_world,5,0.712,0.0,0.0,3.12982
20260429_021311_793,astar,open_world,6,0.827,0.0,0.0,3.13094
20260429_021311_793,astar,open_world,7,0.945,0.0,0.0,3.13194
20260429_021312_841,astar,open_world,0,0.034,0.0,0.0,3.13271
20260429_021312_841,astar,open_world,1,0.154,0.0,0.0,3.13352
20260429_021312_841,astar,open_world,2,0.288,0.0,0.0,3.13425
20260429_021312_841,astar,open_world,3,0.403,0.0,0.0,3.13482
20260429_021312_841,astar,open_world,4,0.526,0.0,0.0,3.13541
20260429_021312_841,astar,open_world,5,0.652,0.0,0.0,3.13595
20260429_021312_841,astar,open_world,6,0.757,0.0,0.0,3.13636
20260429_021312_841,astar,open_world,7,0.892,0.0,0.0,3.13679
20260429_021312_841,astar,open_world,8,0.995,0.0,0.0,3.13719
20260429_021313_902,astar,open_world,0,0.003,0.0,0.0,3.13734
20260429_021313_902,astar,open_world,1,0.147,0.0,0.0,3.13781
20260429_021313_902,astar,open_world,2,0.281,0.0,0.0,3.1381
20260429_021313_902,astar,open_world,3,0.429,0.0,0.0,3.13832
20260429_021313_902,astar,open_world,4,0.57,0.0,0.0,3.13856
20260429_021313_902,astar,open_world,5,0.698,0.0,0.0,3.13877
20260429_021313_902,astar,open_world,6,0.837,0.0,0.0,3.13893
20260429_021313_902,astar,open_world,7,0.948,0.0,0.0,3.13911
20260429_021314_951,astar,open_world,0,0.03,0.0,0.0,3.13927
20260429_021314_951,astar,open_world,1,0.164,0.0,0.0,3.13939
20260429_021314_951,astar,open_world,2,0.281,0.0,0.0,3.13952
20260429_021314_951,astar,open_world,3,0.414,0.0,0.0,3.13964
20260429_021314_951,astar,open_world,4,0.551,0.0,0.0,3.13973
20260429_021314_951,astar,open_world,5,0.683,0.0,0.0,3.13982
20260429_021314_951,astar,open_world,6,0.808,0.0,0.0,3.13991
20260429_021314_951,astar,open_world,7,0.944,0.0,0.0,3.13998
20260429_021316_032,astar,open_world,0,0.007,0.0,0.0,3.14005
20260429_021316_032,astar,open_world,1,0.135,0.0,0.0,3.14012
20260429_021316_032,astar,open_world,2,0.245,0.0,0.0,3.14017
20260429_021316_032,astar,open_world,3,0.353,0.0,0.0,3.14023
20260429_021316_032,astar,open_world,4,0.476,0.0,0.0,3.14028
20260429_021316_032,astar,open_world,5,0.627,0.0,0.0,3.14032
20260429_021316_032,astar,open_world,6,0.762,0.0,0.0,3.14036
20260429_021316_032,astar,open_world,7,0.874,0.0,0.0,3.1404
20260429_021316_032,astar,open_world,8,1.001,0.0,0.0,3.14043
20260429_021317_102,astar,open_world,0,0.002,0.0,0.0,3.14045
20260429_021317_102,astar,open_world,1,0.114,0.0,0.0,3.14047
20260429_021317_102,astar,open_world,2,0.222,0.0,0.0,3.1405
20260429_021317_102,astar,open_world,3,0.339,0.0,0.0,3.14053
20260429_021317_102,astar,open_world,4,0.454,0.0,0.0,3.14055
20260429_021317_102,astar,open_world,5,0.573,0.0,0.0,3.14057
20260429_021317_102,astar,open_world,6,0.693,0.0,0.0,3.1406
20260429_021317_102,astar,open_world,7,0.803,0.0,0.0,3.14061
20260429_021317_102,astar,open_world,8,0.92,0.0,0.0,3.14063
20260429_021318_164,astar,open_world,0,0.05,0.0,0.0,3.14066
20260429_021318_164,astar,open_world,1,0.196,0.0,0.0,3.14067
20260429_021318_164,astar,open_world,2,0.315,0.0,0.0,3.14069
20260429_021318_164,astar,open_world,3,0.432,0.0,0.0,3.1407
20260429_021318_164,astar,open_world,4,0.57,0.0,0.0,3.14072
20260429_021318_164,astar,open_world,5,0.696,0.0,0.0,3.14073
20260429_021318_164,astar,open_world,6,0.836,0.0,0.0,3.14074
20260429_021318_164,astar,open_world,7,0.979,0.0,0.0,3.14075
20260429_021319_231,astar,open_world,0,0.038,0.0,0.0,3.14076
20260429_021319_231,astar,open_world,1,0.162,0.0,0.0,3.14078
20260429_021319_231,astar,open_world,2,0.287,0.0,0.0,3.14079
20260429_021319_231,astar,open_world,3,0.442,0.0,0.0,3.1408
20260429_021319_231,astar,open_world,4,0.567,0.0,0.0,3.14081
20260429_021319_231,astar,open_world,5,0.676,0.0,0.0,3.14082
20260429_021319_231,astar,open_world,6,0.794,0.0,0.0,3.14083
20260429_021319_231,astar,open_world,7,0.953,0.0,0.0,3.14084
20260429_021320_323,astar,open_world,0,0.046,0.0,0.0,3.14085
20260429_021320_323,astar,open_world,1,0.171,0.0,0.0,3.14086
20260429_021320_323,astar,open_world,2,0.312,0.0,0.0,3.14086
20260429_021320_323,astar,open_world,3,0.441,0.0,0.0,3.14087
20260429_021320_323,astar,open_world,4,0.558,0.0,0.0,3.14088
20260429_021320_323,astar,open_world,5,0.701,0.0,0.0,3.14089
20260429_021320_323,astar,open_world,6,0.838,0.0,0.0,3.1409
20260429_021320_323,astar,open_world,7,0.967,0.0,0.0,3.14091
20260429_021321_392,astar,open_world,0,0.033,0.0,0.0,3.14091
20260429_021321_392,astar,open_world,1,0.167,0.0,0.0,3.14092
20260429_021321_392,astar,open_world,2,0.292,0.0,0.0,3.14093
20260429_021321_392,astar,open_world,3,0.442,0.0,0.0,3.14094
20260429_021321_392,astar,open_world,4,0.569,0.0,0.0,3.14094
20260429_021321_392,astar,open_world,5,0.719,0.0,0.0,3.14095
20260429_021321_392,astar,open_world,6,0.845,0.0,0.0,3.14096
20260429_021321_392,astar,open_world,7,0.971,0.0,0.0,3.14097
20260429_021322_442,astar,open_world,0,0.029,0.0,0.0,3.14097
20260429_021322_442,astar,open_world,1,0.174,0.0,0.0,3.14098
20260429_021322_442,astar,open_world,2,0.296,0.0,0.0,3.14099
20260429_021322_442,astar,open_world,3,0.416,0.0,0.0,3.14099
20260429_021322_442,astar,open_world,4,0.569,0.0,0.0,3.141
20260429_021322_442,astar,open_world,5,0.69,0.0,0.0,3.14101
20260429_021322_442,astar,open_world,6,0.858,0.0,0.0,3.14102
20260429_021322_442,astar,open_world,7,0.988,0.0,0.0,3.14103
20260429_021323_513,astar,open_world,0,0.083,0.0,0.0,3.14103
20260429_021323_513,astar,open_world,1,0.224,0.0,0.0,3.14104
20260429_021323_513,astar,open_world,2,0.348,0.0,0.0,3.14105
20260429_021323_513,astar,open_world,3,0.488,0.0,0.0,3.14105
20260429_021323_513,astar,open_world,4,0.615,0.0,0.0,3.14106
20260429_021323_513,astar,open_world,5,0.764,0.0,0.0,3.14107
20260429_021323_513,astar,open_world,6,0.888,0.0,0.0,3.14107
20260429_021324_582,astar,open_world,0,0.022,0.0,0.0,3.14108
20260429_021324_582,astar,open_world,1,0.15,0.0,0.0,3.14109
20260429_021324_582,astar,open_world,2,0.277,0.0,0.0,3.1411
20260429_021324_582,astar,open_world,3,0.402,0.0,0.0,3.1411
20260429_021324_582,astar,open_world,4,0.53,0.0,0.0,3.14111
20260429_021324_582,astar,open_world,5,0.672,0.0,0.0,3.14112
20260429_021324_582,astar,open_world,6,0.792,0.0,0.0,3.14112
20260429_021324_582,astar,open_world,7,0.93,0.0,0.0,3.14113
20260429_021325_642,astar,open_world,0,0.003,0.0,0.0,3.14114
20260429_021325_642,astar,open_world,1,0.122,0.0,0.0,3.14114
20260429_021325_642,astar,open_world,2,0.262,0.0,0.0,3.14115
20260429_021325_642,astar,open_world,3,0.393,0.0,0.0,3.14116
20260429_021325_642,astar,open_world,4,0.555,0.0,0.0,3.14116
20260429_021325_642,astar,open_world,5,0.692,0.0,0.0,3.14117
20260429_021325_642,astar,open_world,6,0.824,0.0,0.0,3.14118
20260429_021325_642,astar,open_world,7,0.959,0.0,0.0,3.14118
20260429_021326_694,astar,open_world,0,0.08,0.0,0.0,3.14119
20260429_021326_694,astar,open_world,1,0.208,0.0,0.0,3.1412
20260429_021326_694,astar,open_world,2,0.316,0.0,0.0,3.1412
20260429_021326_694,astar,open_world,3,0.459,0.0,0.0,3.14121
20260429_021326_694,astar,open_world,4,0.582,0.0,0.0,3.14122
20260429_021326_694,astar,open_world,5,0.719,0.0,0.0,3.14122
